customer_id,credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,debt_to_income,employment_group_mid,employment_group_high,employment_group_very_high
7079811,1,7080.175263,12455.29329,103039.9869,5,719,0.0687128897820153,True,False,False
4426401,2,6458.591827,16237.06414,97225.86047,3,599,0.06642874432561965,True,False,False
2405579,0,3886.155911,5887.147007,68081.33875,4,753,0.05708107364442801,True,False,False
1864772,2,3858.892936,12734.18399,74194.58371,5,725,0.05201043988713553,True,False,False
6371844,1,4783.515666,6606.629911,71586.89626,5,685,0.0668211071566298,True,False,False
1979964,1,2856.880421,3508.888272,35554.7329,6,766,0.08035162095114487,False,True,False
3938226,2,4796.495519,12871.93661,67454.52409,2,641,0.07110709894862442,False,False,False
5044335,2,4792.542197,7886.882944,70626.17435,7,648,0.06785787622092827,False,True,False
3940405,1,5103.454463,6494.28236,70119.71569,4,696,0.0727820187629172,True,False,False
3270982,1,3943.197659,7953.741157,64712.81212,3,565,0.06093380166647593,True,False,False
2190311,0,3209.492332,6427.562283,65586.42301,3,640,0.048935315949623394,True,False,False
2834619,0,3897.535515,5095.745233,65044.14345,4,719,0.05992139043226958,True,False,False
3238273,0,4442.419661,8492.696082,94402.80004,4,639,0.04705813449513865,True,False,False
3827643,2,4492.113988,11063.32604,97724.48162,7,674,0.0459671303805684,False,True,False
4719908,2,5786.00983,14194.85115,95360.88324,5,598,0.06067487667283901,True,False,False
6928485,0,3869.823697,2535.981805,62824.5579,4,641,0.061597308860648584,True,False,False
2658570,2,5040.857003,7557.952144,84847.55783,7,654,0.05941074948909934,False,True,False
4266246,0,3165.883223,3475.241718,70373.98777,6,712,0.044986554312467085,False,True,False
7348546,1,4438.811638,8796.938014,95838.96878,6,640,0.04631531092732612,False,True,False
2195011,1,4771.714694,7910.23215,75294.34834,6,675,0.06337414160824917,False,True,False
8375322,1,6531.394014,8134.155293,91909.32294,5,685,0.07106345477339451,True,False,False
2705144,0,3832.62639,4861.9601,64125.71674,2,670,0.05976738483157264,False,False,False
2419447,0,4809.974128,1108.165631,80476.77183,4,580,0.05976847751995621,True,False,False
7197767,1,6071.147911,8000.114566,87658.0013,5,759,0.06925948368617435,True,False,False
8457530,1,4325.389383,12680.24359,106612.8499,5,672,0.04057099483839987,True,False,False
1924519,0,4319.181001,4351.797959,65290.51069,4,548,0.06615327335250162,True,False,False
2326638,0,3341.995852,1988.544428,75764.77583,5,598,0.04411015297529192,True,False,False
5646138,2,3999.894103,7714.87442,68075.43512,5,684,0.05875679084458565,True,False,False
3488119,3,4780.698617,11945.54019,68709.92476,4,687,0.0695779923162297,True,False,False
1434590,1,3586.76917,7145.743442,72921.31318,6,648,0.049186842825311834,False,True,False
6681754,1,3278.499081,7010.017905,70703.03575,6,674,0.046369990287156805,False,True,False
7111666,1,4101.085771,5664.011305,62273.8994,6,611,0.06585561223102082,False,True,False
6551322,0,5204.224599,5528.201971,106426.3955,4,607,0.048899754375313784,True,False,False
1488285,2,4847.043445,13006.16315,89007.03303,6,565,0.054456858969406316,False,True,False
6061893,1,1574.341586,2604.57668,24422.52859,6,596,0.06446267757240447,False,True,False
8996373,0,6330.587098,4194.859404,96015.68912,3,644,0.06593284030996288,True,False,False
3733450,0,1527.059495,2380.414574,27032.25613,2,619,0.05649027175742433,False,False,False
1998110,2,4841.856123,11151.4642,63833.18322,3,612,0.07585171032929101,True,False,False
8912577,1,3478.487746,7745.9511,70838.05769,6,737,0.04910478716430204,False,True,False
7868860,1,3355.948036,5557.006875,60362.98677,6,735,0.05559612298157326,False,True,False
2043096,0,4950.334845,3234.048221,85319.71339,5,652,0.05802099712140161,True,False,False
6920827,0,2657.689508,942.6321427,53326.66037,5,598,0.04983791389822599,True,False,False
8217885,3,1306.318403,6357.1898,31636.06715,5,611,0.04129206063466078,True,False,False
5090779,1,6423.482898,10422.67875,98799.79535,7,625,0.06501514375859484,False,True,False
4824867,0,4159.358098,4973.393399,70307.5924,6,600,0.05915944432197624,False,True,False
6084879,0,6676.215187,9865.764556,106800.7308,5,687,0.06251095041196103,True,False,False
4819445,0,4517.227672,4483.203033,88573.60104,3,599,0.05099970667287211,True,False,False
7813168,1,4848.555171,5970.712811,66670.22857,5,660,0.07272444200351419,True,False,False
6804729,0,5455.999377,5626.749234,97154.78729,4,511,0.05615780271037224,True,False,False
8407757,1,3736.110023,5672.595471,66462.59824,5,679,0.05621372203218277,True,False,False
2255902,0,4560.977396,605.8441442,60584.41442,3,625,0.07528301527157023,True,False,False
1449582,1,5469.593948,8528.098179,104034.3673,5,682,0.05257487587950179,True,False,False
2605158,0,5920.150882,6167.393855,85170.68671,4,701,0.06950925383703531,True,False,False
6462232,2,6204.833068,15783.41185,89758.29517,3,573,0.0691282410862216,True,False,False
5433645,2,3553.179208,9264.469196,71106.61473,6,544,0.04996974221725827,False,True,False
6728060,1,5726.596454,7234.149115,88604.60096,5,650,0.0646309152341337,True,False,False
3540121,0,5686.393135,6689.485289,73436.99445,4,672,0.07743226935671521,True,False,False
7493296,1,5393.851477,8510.521315,98403.999,5,567,0.05481333616329963,True,False,False
7946965,0,4613.290613,1555.766149,64583.98545,5,684,0.0714308753301009,True,False,False
1818783,0,6826.155098,3458.967505,84927.61308,4,540,0.08037615623990171,True,False,False
2967157,2,4899.291572,11272.2422,78874.50643,7,759,0.06211502035005508,False,True,False
4500354,2,4241.954095,12817.87288,81565.23724,4,656,0.05200688722964597,True,False,False
1961470,0,4068.876641,4359.696979,65277.58818,6,759,0.06233190830795183,False,True,False
8928046,2,5479.086601,11176.18085,73872.35053,5,711,0.0741696529444384,True,False,False
6212504,1,4438.062935,8742.248706,85778.97901,6,671,0.051738351123095286,False,True,False
7548613,0,2473.502453,671.7793637,62708.8025,5,581,0.03944426227880847,True,False,False
3740852,1,3647.332506,6489.218331,52583.56463,6,665,0.06936259516950136,False,True,False
1472856,0,3138.87726,3633.045335,56495.5258,5,630,0.05555974947665679,True,False,False
1027092,0,4054.965921,3418.698271,78714.22094,7,785,0.05151503594364355,False,True,False
5344900,0,5340.757819,8525.185924,103051.0367,2,653,0.05182633760927512,False,False,False
4085765,0,5227.304902,2691.896355,69170.02023,4,626,0.07557182843981367,True,False,False
7454348,0,5415.388702,2411.783162,76055.96124,4,631,0.07120268567655538,True,False,False
8797985,0,4774.897693,6851.321469,76789.98679,4,662,0.06218125425725184,True,False,False
8618186,0,4629.157845,3494.303512,88905.15307,5,558,0.05206849867695751,True,False,False
6292974,0,2953.381883,2968.044167,89274.32959,6,680,0.03308209534099734,False,True,False
5162309,0,3590.587922,1276.096715,63695.3664,5,674,0.05637125783140169,True,False,False
5894894,0,3417.068064,3531.732672,50605.67841,4,521,0.06752341182575207,True,False,False
3015778,1,5064.439259,12298.88126,91705.77779,2,714,0.05522486566328702,False,False,False
2306973,1,6618.070454,13894.50265,94840.63224,3,580,0.06978096094143034,True,False,False
4422041,1,4654.220549,9089.420992,94217.63266,6,694,0.049398614862204496,False,True,False
2782313,1,2166.164495,4402.786456,38052.82072,4,673,0.0569252017068342,True,False,False
6647257,2,3826.63476,9948.126842,68634.84313,6,684,0.05575352962855967,False,True,False
5277998,0,3400.459282,2438.237979,62624.00132,4,608,0.054299616925212464,True,False,False
3319486,0,2520.971912,3379.539396,48008.63661,5,642,0.052510799931254286,True,False,False
2566836,0,5948.15433,4869.74745,74592.21037,4,673,0.07974229883382393,True,False,False
4308701,0,3283.551329,4775.429144,68933.30018,5,666,0.04763374625073695,True,False,False
3321451,1,3790.645623,5705.328808,61342.69872,6,690,0.061794568907091604,False,True,False
3046336,2,4909.942825,8381.019304,88866.33019,8,595,0.0552508786455155,False,True,False
1894980,1,4516.12018,7369.515291,70259.04669,7,678,0.06427813061464127,False,True,False
7063607,1,3240.802679,5561.657479,53301.45532,5,617,0.06080139199846523,True,False,False
1930232,0,6168.56338,6967.015878,83804.85571,5,662,0.07360627648290237,True,False,False
3550022,0,5581.750439,6880.874602,76522.29361,3,642,0.07294280105413062,True,False,False
3918700,0,4468.339165,809.8534991,80985.34991,5,656,0.055174660231334674,True,False,False
7905540,1,4316.701556,6736.890358,84754.87494,6,652,0.05093160197635707,False,True,False
2890321,1,6089.551071,12716.64117,92579.57458,3,614,0.06577639936914906,True,False,False
8498268,0,5890.873353,8301.656582,99622.17009,4,660,0.05913215248852847,True,False,False
4905759,2,3329.761679,7936.456101,50041.0538,4,669,0.06654059869138887,True,False,False
5213894,0,7489.091252,6516.440981,93822.11528,4,641,0.0798222383885694,True,False,False
4832943,1,2833.586943,4216.216782,44499.45051,5,629,0.06367689736670412,True,False,False
7790604,1,3598.088744,5802.745302,56944.61254,5,669,0.06318576215568364,True,False,False
5746142,1,6425.52202,9610.401872,89511.87532,4,681,0.0717840174505239,True,False,False
4421374,1,4791.819054,6151.922931,65477.74234,5,656,0.07318241104157165,True,False,False
5116193,0,3679.240938,4848.834044,62593.59825,3,633,0.05877982798344717,True,False,False
3535937,0,4352.689262,5829.346607,59008.66818,2,714,0.07376355705440699,False,False,False
3259848,1,2564.272555,4675.553529,47195.66442,7,708,0.05433279913553551,False,True,False
5603669,4,3987.252438,13425.43828,61020.99853,7,612,0.06534230074979404,False,True,False
8571897,1,4689.997284,7454.473944,89940.20848,8,515,0.05214572395663186,False,True,False
3703728,1,6719.431149,11140.85715,97446.55253,5,659,0.0689550422723405,True,False,False
7513697,0,3290.896426,5657.631026,73486.18279,5,710,0.044782519666374955,True,False,False
7569431,1,4596.754392,6309.984578,88526.87354,7,688,0.05192496027687007,False,True,False
2199997,1,4568.356436,5951.883654,51309.82881,6,713,0.08903472379369258,False,True,False
5995533,0,4199.066259,5231.934056,71799.48451,4,722,0.05848323685966252,True,False,False
3544621,1,6956.533544,9649.102304,98865.90402,5,657,0.07036332305819742,True,False,False
1514591,2,4621.718516,11265.77495,101918.5269,8,650,0.045347187175641956,False,True,False
5833337,0,3150.355814,4489.521249,62767.99548,2,632,0.05019047987606693,False,False,False
7617481,0,3796.11828,5896.570324,77839.42879,4,682,0.04876857832861802,True,False,False
5174396,0,4184.784749,553.9095527,55390.95527,5,690,0.07554996530754,True,False,False
7935952,0,4720.861857,3775.389688,83865.13346,5,752,0.056291114820101545,True,False,False
6674682,0,4626.150038,4229.184021,61277.36227,3,750,0.07549525414648695,True,False,False
6288882,2,3056.005959,8496.600307,76750.28031,8,606,0.03981752179479434,False,True,False
2075836,2,5725.084332,14983.2729,104285.3761,4,637,0.05489824696523294,True,False,False
4311892,1,2766.89207,2770.91211,39346.28335,7,575,0.07032156113418525,False,True,False
3179426,0,5192.193004,6440.990047,88931.42325,5,653,0.05838423376407618,True,False,False
3118724,1,6254.294876,11407.09564,90949.14318,3,646,0.06876694663985948,True,False,False
5231671,0,2528.174799,2265.430844,42295.52327,5,696,0.0597740518035681,True,False,False
4374678,0,1709.248658,2278.976842,37048.08442,6,652,0.046135952364578424,False,True,False
5764254,1,3973.881258,5167.760376,70475.40824,7,637,0.0563867788387571,False,True,False
3791203,1,5580.706727,7688.141057,92864.15071,7,611,0.06009538324888859,False,True,False
4895134,1,4853.683964,9624.831975,90113.284,5,631,0.05386202509277101,True,False,False
7170558,1,6373.146776,7307.85478,81960.43648,5,628,0.07775881937323718,True,False,False
2533465,0,2557.812557,3258.314519,49548.63701,5,532,0.05162225868057234,True,False,False
2001414,2,2735.761364,9741.335363,58522.03385,5,681,0.046747544198688165,True,False,False
4171785,1,6132.273139,11441.89538,87718.39444,5,711,0.06990863408010184,True,False,False
2349857,1,4611.914093,7432.22756,78866.71081,7,555,0.058477322632494354,False,True,False
3822202,2,2363.567682,5954.811671,55325.30354,6,512,0.042721278163275665,False,True,False
2963743,1,3530.549027,5591.446422,57535.14965,6,681,0.061363341339636196,False,True,False
4418770,2,4629.349219,9963.382976,83891.64859,8,693,0.055182479982302135,False,True,False
1061626,0,3226.352341,947.9437067,61185.1185,8,652,0.05273099766898384,False,True,False
8002826,0,4006.153837,723.0024692,72300.24692,5,584,0.05540996065245526,True,False,False
8309712,1,4233.726111,12547.12207,90975.37392,5,687,0.046537056442581534,True,False,False
2267001,0,2544.523276,1565.208915,48753.47541,6,635,0.05219162848599884,False,True,False
1756532,1,4957.972257,13628.81998,113013.2021,3,558,0.04387073514307582,True,False,False
1291622,0,4173.337094,4952.276932,75335.54505,5,639,0.05539665361457421,True,False,False
7505323,0,3241.781683,3485.806555,47208.41118,4,590,0.06866957819528126,True,False,False
4369075,0,4851.72036,5709.154219,66503.46988,4,562,0.07295439424069942,True,False,False
2555071,1,2399.105715,3020.662639,43648.06134,7,613,0.05496477143193091,False,True,False
8909740,0,3885.655451,4005.312732,72013.64735,7,680,0.053957209417750736,False,True,False
2057066,0,3963.434859,5525.64721,81102.18414,5,579,0.04886964390697851,True,False,False
4117789,0,2919.040948,2909.941827,62653.73744,7,640,0.04659005300035617,False,True,False
6467306,1,3995.455753,6923.275411,65567.37811,5,655,0.06093664056990306,True,False,False
2201059,0,3530.74257,5180.098569,46455.76773,2,742,0.07600224347858388,False,False,False
3282737,0,7704.390774,11400.61019,119567.8572,4,723,0.06443530020875879,True,False,False
8013406,0,3694.510482,4558.483873,65357.47728,4,531,0.056527739988681526,True,False,False
6455990,1,3868.511241,3869.09681,60554.29883,4,636,0.06388499769207881,True,False,False
8693138,2,4539.911168,10234.46854,67401.03325,5,727,0.06735669987670405,True,False,False
8533010,1,2649.803807,6635.190273,58215.96069,5,713,0.0455167925701717,True,False,False
7349676,3,7294.135039,17043.69181,88632.61409,4,691,0.08229628691300173,True,False,False
5944048,1,6530.823672,8294.256237,107053.6286,6,704,0.06100515935244068,False,True,False
8157022,0,4790.605112,5583.305488,62141.9444,4,632,0.0770913295078678,True,False,False
7242465,0,3452.868903,1212.887547,66366.0408,5,735,0.052027646389296134,True,False,False
2966407,1,3704.337396,7658.460613,70007.55097,6,725,0.05291339783600489,False,True,False
8763754,0,2757.995961,3797.131406,42463.92149,3,572,0.06494915834962373,True,False,False
8124368,1,3523.962743,5265.09842,67338.75673,5,616,0.052331865245591094,True,False,False
3012281,0,3377.608036,4727.617769,70942.32723,6,573,0.04761061791854612,False,True,False
6091042,0,5459.222452,958.6124895,95861.24895,1,704,0.05694921057045126,False,False,False
4441289,0,5648.893108,7053.580925,100574.064,6,593,0.05616649942673094,False,True,False
1368044,0,3238.820961,6348.398376,71294.33384,4,611,0.04542886911979034,True,False,False
8554724,1,7358.171032,12685.26443,119122.2115,4,741,0.06176993307415217,True,False,False
1864387,0,4069.237326,3325.454985,56082.4533,5,645,0.07255811910068492,True,False,False
2086613,0,4924.677623,3390.086272,72917.29324,4,620,0.06753785561939216,True,False,False
4014438,0,6981.17635,1000.783478,100078.3478,5,669,0.06975711033870605,True,False,False
4581352,0,3079.521595,2626.150772,57847.41493,4,697,0.05323524998872409,True,False,False
3161695,2,3732.762971,7991.068725,59963.16813,3,702,0.06225092981924136,True,False,False
3819795,0,5876.30953,1167.456555,98324.98636,5,643,0.05976415301482886,True,False,False
8954156,0,4021.312027,2750.879624,89424.25692,5,630,0.044968917444821635,True,False,False
5254172,1,3850.037948,5498.663395,65969.39592,8,618,0.05836097017879136,False,True,False
3999217,1,4279.362322,9156.030119,70508.55185,5,577,0.06069281256979893,True,False,False
8875686,2,5858.043345,14738.52603,85694.62616,4,716,0.06835951806432386,True,False,False
5828413,0,4749.24338,3132.769754,76567.1038,5,636,0.062027204168587084,True,False,False
2963525,0,2863.287582,4405.361402,57264.70684,3,521,0.050000912254735644,True,False,False
6025286,0,4346.105624,6265.592138,84063.99452,6,636,0.051699965589501,False,True,False
6287881,1,6152.209367,8421.416562,95990.01801,5,616,0.06409217848421571,True,False,False
8374304,1,3761.556112,7461.713567,69099.4137,6,547,0.054436874505637084,False,True,False
5863039,0,2906.813215,2254.295783,63251.63547,5,561,0.04595633288215433,True,False,False
4248938,1,5625.303535,12197.39009,108188.1807,6,696,0.0519955460809408,False,True,False
3903890,0,2862.559188,4292.081703,54607.81635,5,650,0.052420319641658775,True,False,False
4328924,2,3354.011121,9308.225561,73539.11982,8,635,0.045608529571873245,False,True,False
7394376,1,3626.558396,8275.419592,71729.19993,6,629,0.05055902477009546,False,True,False
5914611,0,3636.480851,5034.945969,62300.11095,4,641,0.05837037519754208,True,False,False
1005074,0,3435.674573,5313.489306,57146.22844,3,655,0.06012075804105332,True,False,False
